2025-04-03 18:23:57,706 - INFO - Experiment started at 2025-04-03 18:23:57.706371
2025-04-03 18:23:57,707 - INFO - Experiment mode: knowledge_bases
2025-04-03 18:23:57,707 - INFO - Testing knowledge bases: ['kb_a', 'kb_b']
2025-04-03 18:23:57,707 - INFO - Using model: gemma-2-9b
2025-04-03 18:23:57,708 - INFO - Number of questions: 20
2025-04-03 18:23:57,708 - INFO - Repeats per question: 25
2025-04-03 18:23:57,708 - INFO - Timeout: 16 seconds
2025-04-03 18:23:57,708 - INFO - Concurrency: 15 workers
2025-04-03 18:23:57,708 - INFO - Delay between requests: 0.00625 seconds
2025-04-03 18:23:57,708 - INFO - Total API calls expected: 1000
2025-04-03 18:24:42,125 - INFO - Experiment started at 2025-04-03 18:24:42.125248
2025-04-03 18:24:42,126 - INFO - Experiment mode: knowledge_bases
2025-04-03 18:24:42,126 - INFO - Testing knowledge bases: ['kb_a', 'kb_b']
2025-04-03 18:24:42,126 - INFO - Using model: gemma-2-9b
2025-04-03 18:24:42,126 - INFO - Number of questions: 20
2025-04-03 18:24:42,126 - INFO - Repeats per question: 25
2025-04-03 18:24:42,126 - INFO - Timeout: 16 seconds
2025-04-03 18:24:42,126 - INFO - Concurrency: 15 workers
2025-04-03 18:24:42,126 - INFO - Delay between requests: 0.00625 seconds
2025-04-03 18:24:42,126 - INFO - Total API calls expected: 1000
2025-04-03 18:27:41,270 - INFO - Experiment started at 2025-04-03 18:27:41.270448
2025-04-03 18:27:41,271 - INFO - Experiment mode: knowledge_bases
2025-04-03 18:27:41,271 - INFO - Testing knowledge bases: ['kb_a', 'kb_b']
2025-04-03 18:27:41,271 - INFO - Using model: gemma-2-9b
2025-04-03 18:27:41,271 - INFO - Number of questions: 20
2025-04-03 18:27:41,271 - INFO - Repeats per question: 25
2025-04-03 18:27:41,272 - INFO - Timeout: 16 seconds
2025-04-03 18:27:41,272 - INFO - Concurrency: 15 workers
2025-04-03 18:27:41,273 - INFO - Delay between requests: 0.00625 seconds
2025-04-03 18:27:41,273 - INFO - Total API calls expected: 1000
2025-04-03 18:28:38,455 - INFO - Starting repeat 1/25 for all questions
2025-04-03 18:28:38,456 - INFO - Processing kb_a, Q1, repeat 1
2025-04-03 18:29:44,619 - INFO - Processing kb_a, Q10, repeat 2
2025-04-03 18:29:45,514 - INFO - Processing kb_a, Q11, repeat 2
2025-04-03 18:29:47,206 - INFO - Processing kb_a, Q12, repeat 2
2025-04-03 18:29:48,616 - INFO - Processing kb_a, Q13, repeat 2
2025-04-03 18:30:02,161 - INFO - Processing kb_a, Q14, repeat 2
2025-04-03 18:30:07,382 - INFO - Processing kb_a, Q15, repeat 2
2025-04-03 18:30:08,013 - INFO - Processing kb_a, Q16, repeat 2
2025-04-03 18:30:08,935 - INFO - Processing kb_a, Q17, repeat 2
2025-04-03 18:30:09,551 - INFO - Processing kb_a, Q18, repeat 2
2025-04-03 18:30:15,325 - INFO - Processing kb_a, Q19, repeat 2
2025-04-03 18:30:15,928 - INFO - Processing kb_a, Q20, repeat 2
2025-04-03 18:30:16,664 - INFO - Starting repeat 3/25 for all questions
2025-04-03 18:30:16,664 - INFO - Processing kb_a, Q1, repeat 3
2025-04-03 18:30:19,633 - INFO - Processing kb_a, Q2, repeat 3
2025-04-03 18:30:20,526 - INFO - Processing kb_a, Q3, repeat 3
2025-04-03 18:30:22,053 - INFO - Processing kb_a, Q4, repeat 3
2025-04-03 18:30:22,834 - INFO - Processing kb_a, Q5, repeat 3
2025-04-03 18:30:27,346 - INFO - Processing kb_a, Q6, repeat 3
2025-04-03 18:30:29,565 - INFO - Processing kb_a, Q7, repeat 3
2025-04-03 18:30:30,973 - INFO - Processing kb_a, Q8, repeat 3
2025-04-03 18:30:34,565 - INFO - Processing kb_a, Q9, repeat 3
2025-04-03 18:30:36,175 - INFO - Processing kb_a, Q10, repeat 3
2025-04-03 18:30:36,863 - INFO - Processing kb_a, Q11, repeat 3
2025-04-03 18:30:38,716 - INFO - Processing kb_a, Q12, repeat 3
2025-04-03 18:30:40,386 - INFO - Processing kb_a, Q13, repeat 3
2025-04-03 18:30:54,011 - INFO - Processing kb_a, Q14, repeat 3
2025-04-03 18:30:58,786 - INFO - Processing kb_a, Q15, repeat 3
2025-04-03 18:30:59,443 - INFO - Processing kb_a, Q16, repeat 3
2025-04-03 18:31:00,342 - INFO - Processing kb_a, Q17, repeat 3
2025-04-03 18:31:00,940 - INFO - Processing kb_a, Q18, repeat 3
2025-04-03 18:31:05,570 - INFO - Processing kb_a, Q19, repeat 3
2025-04-03 18:31:06,189 - INFO - Processing kb_a, Q20, repeat 3
2025-04-03 18:31:06,990 - INFO - Starting repeat 4/25 for all questions
2025-04-03 18:31:06,990 - INFO - Processing kb_a, Q1, repeat 4
2025-04-03 18:31:10,523 - INFO - Processing kb_a, Q2, repeat 4
2025-04-03 18:31:11,387 - INFO - Processing kb_a, Q3, repeat 4
2025-04-03 18:31:12,082 - INFO - Processing kb_a, Q4, repeat 4
2025-04-03 18:31:13,043 - INFO - Processing kb_a, Q5, repeat 4
2025-04-03 18:31:18,021 - INFO - Processing kb_a, Q6, repeat 4
2025-04-03 18:31:19,400 - INFO - Processing kb_a, Q7, repeat 4
2025-04-03 18:31:21,868 - INFO - Processing kb_a, Q8, repeat 4
2025-04-03 18:31:25,257 - INFO - Processing kb_a, Q9, repeat 4
2025-04-03 18:31:27,306 - INFO - Processing kb_a, Q10, repeat 4
2025-04-03 18:31:29,287 - INFO - Processing kb_a, Q11, repeat 4
2025-04-03 18:31:30,806 - INFO - Processing kb_a, Q12, repeat 4
2025-04-03 18:31:32,349 - INFO - Processing kb_a, Q13, repeat 4
2025-04-03 18:31:44,972 - INFO - Processing kb_a, Q14, repeat 4
2025-04-03 18:31:50,030 - INFO - Processing kb_a, Q15, repeat 4
2025-04-03 18:31:50,675 - INFO - Processing kb_a, Q16, repeat 4
2025-04-03 18:31:51,869 - INFO - Processing kb_a, Q17, repeat 4
2025-04-03 18:31:52,511 - INFO - Processing kb_a, Q18, repeat 4
2025-04-03 18:31:55,683 - INFO - Processing kb_a, Q19, repeat 4
2025-04-03 18:31:56,307 - INFO - Processing kb_a, Q20, repeat 4
2025-04-03 18:31:57,117 - INFO - Starting repeat 5/25 for all questions
2025-04-03 18:31:57,117 - INFO - Processing kb_a, Q1, repeat 5
2025-04-03 18:32:00,201 - INFO - Processing kb_a, Q2, repeat 5
2025-04-03 18:32:01,069 - INFO - Processing kb_a, Q3, repeat 5
2025-04-03 18:32:01,783 - INFO - Processing kb_a, Q4, repeat 5
2025-04-03 18:32:02,791 - INFO - Processing kb_a, Q5, repeat 5
2025-04-03 18:32:08,697 - INFO - Processing kb_a, Q6, repeat 5
2025-04-03 18:32:09,510 - INFO - Processing kb_a, Q7, repeat 5
2025-04-03 18:32:12,204 - INFO - Processing kb_a, Q8, repeat 5
2025-04-03 18:32:15,173 - INFO - Processing kb_a, Q9, repeat 5
2025-04-03 18:32:17,090 - INFO - Processing kb_a, Q10, repeat 5
2025-04-03 18:32:19,161 - INFO - Processing kb_a, Q11, repeat 5
2025-04-03 18:32:21,011 - INFO - Processing kb_a, Q12, repeat 5
2025-04-03 18:32:22,311 - INFO - Processing kb_a, Q13, repeat 5
2025-04-03 18:32:35,384 - INFO - Processing kb_a, Q14, repeat 5
2025-04-03 18:32:39,663 - INFO - Processing kb_a, Q15, repeat 5
2025-04-03 18:32:40,338 - INFO - Processing kb_a, Q16, repeat 5
2025-04-03 18:32:41,258 - INFO - Processing kb_a, Q17, repeat 5
2025-04-03 18:32:41,942 - INFO - Processing kb_a, Q18, repeat 5
2025-04-03 18:32:47,081 - INFO - Processing kb_a, Q19, repeat 5
2025-04-03 18:32:47,706 - INFO - Processing kb_a, Q20, repeat 5
2025-04-03 18:32:48,529 - INFO - Starting repeat 6/25 for all questions
2025-04-03 18:32:48,529 - INFO - Processing kb_a, Q1, repeat 6
2025-04-03 18:32:50,767 - INFO - Processing kb_a, Q2, repeat 6
2025-04-03 18:32:51,643 - INFO - Processing kb_a, Q3, repeat 6
2025-04-03 18:32:52,354 - INFO - Processing kb_a, Q4, repeat 6
2025-04-03 18:32:53,479 - INFO - Processing kb_a, Q5, repeat 6
2025-04-03 18:32:58,957 - INFO - Processing kb_a, Q6, repeat 6
2025-04-03 18:33:00,782 - INFO - Processing kb_a, Q7, repeat 6
2025-04-03 18:33:02,415 - INFO - Processing kb_a, Q8, repeat 6
2025-04-03 18:33:04,860 - INFO - Processing kb_a, Q9, repeat 6
2025-04-03 18:33:06,365 - INFO - Processing kb_a, Q10, repeat 6
2025-04-03 18:33:09,320 - INFO - Processing kb_a, Q11, repeat 6
2025-04-03 18:33:11,113 - INFO - Processing kb_a, Q12, repeat 6
2025-04-03 18:33:12,739 - INFO - Processing kb_a, Q13, repeat 6
2025-04-03 18:33:26,614 - INFO - Processing kb_a, Q14, repeat 6
2025-04-03 18:33:30,892 - INFO - Processing kb_a, Q15, repeat 6
2025-04-03 18:33:31,522 - INFO - Processing kb_a, Q16, repeat 6
2025-04-03 18:33:32,418 - INFO - Processing kb_a, Q17, repeat 6
2025-04-03 18:33:33,098 - INFO - Processing kb_a, Q18, repeat 6
2025-04-03 18:33:33,864 - INFO - Processing kb_a, Q19, repeat 6
2025-04-03 18:33:34,462 - INFO - Processing kb_a, Q20, repeat 6
2025-04-03 18:33:35,288 - INFO - Starting repeat 7/25 for all questions
2025-04-03 18:33:35,288 - INFO - Processing kb_a, Q1, repeat 7
2025-04-03 18:33:37,710 - INFO - Processing kb_a, Q2, repeat 7
2025-04-03 18:33:38,583 - INFO - Processing kb_a, Q3, repeat 7
2025-04-03 18:33:39,875 - INFO - Processing kb_a, Q4, repeat 7
2025-04-03 18:33:40,613 - INFO - Processing kb_a, Q5, repeat 7
2025-04-03 18:33:44,448 - INFO - Processing kb_a, Q6, repeat 7
2025-04-03 18:33:46,006 - INFO - Processing kb_a, Q7, repeat 7
2025-04-03 18:33:49,368 - INFO - Processing kb_a, Q8, repeat 7
2025-04-03 18:33:53,065 - INFO - Processing kb_a, Q9, repeat 7
2025-04-03 18:33:54,532 - INFO - Processing kb_a, Q10, repeat 7
2025-04-03 18:33:56,606 - INFO - Processing kb_a, Q11, repeat 7
2025-04-03 18:33:58,422 - INFO - Processing kb_a, Q12, repeat 7
2025-04-03 18:33:59,861 - INFO - Processing kb_a, Q13, repeat 7
2025-04-03 18:34:10,124 - INFO - Processing kb_a, Q14, repeat 7
2025-04-03 18:34:14,677 - INFO - Processing kb_a, Q15, repeat 7
2025-04-03 18:34:15,335 - INFO - Processing kb_a, Q16, repeat 7
2025-04-03 18:34:16,418 - INFO - Processing kb_a, Q17, repeat 7
2025-04-03 18:34:17,067 - INFO - Processing kb_a, Q18, repeat 7
2025-04-03 18:34:21,316 - INFO - Processing kb_a, Q19, repeat 7
2025-04-03 18:34:21,965 - INFO - Processing kb_a, Q20, repeat 7
2025-04-03 18:34:22,771 - INFO - Starting repeat 8/25 for all questions
2025-04-03 18:34:22,771 - INFO - Processing kb_a, Q1, repeat 8
2025-04-03 18:34:26,509 - INFO - Processing kb_a, Q2, repeat 8
2025-04-03 18:34:27,400 - INFO - Processing kb_a, Q3, repeat 8
2025-04-03 18:34:28,091 - INFO - Processing kb_a, Q4, repeat 8
2025-04-03 18:34:28,852 - INFO - Processing kb_a, Q5, repeat 8
2025-04-03 18:34:34,906 - INFO - Processing kb_a, Q6, repeat 8
2025-04-03 18:34:37,128 - INFO - Processing kb_a, Q7, repeat 8
2025-04-03 18:34:39,207 - INFO - Processing kb_a, Q8, repeat 8
2025-04-03 18:34:42,404 - INFO - Processing kb_a, Q9, repeat 8
2025-04-03 18:34:43,860 - INFO - Processing kb_a, Q10, repeat 8
2025-04-03 18:34:45,341 - INFO - Processing kb_a, Q11, repeat 8
2025-04-03 18:34:46,984 - INFO - Processing kb_a, Q12, repeat 8
2025-04-03 18:34:48,191 - INFO - Processing kb_a, Q13, repeat 8
2025-04-03 18:35:00,260 - INFO - Processing kb_a, Q14, repeat 8
2025-04-03 18:35:04,049 - INFO - Processing kb_a, Q15, repeat 8
2025-04-03 18:35:04,688 - INFO - Processing kb_a, Q16, repeat 8
2025-04-03 18:35:06,032 - INFO - Processing kb_a, Q17, repeat 8
2025-04-03 18:35:06,631 - INFO - Processing kb_a, Q18, repeat 8
2025-04-03 18:35:11,269 - INFO - Processing kb_a, Q19, repeat 8
2025-04-03 18:35:11,871 - INFO - Processing kb_a, Q20, repeat 8
2025-04-03 18:35:12,657 - INFO - Starting repeat 9/25 for all questions
2025-04-03 18:35:12,657 - INFO - Processing kb_a, Q1, repeat 9
2025-04-03 18:35:15,823 - INFO - Processing kb_a, Q2, repeat 9
2025-04-03 18:35:17,094 - INFO - Processing kb_a, Q3, repeat 9
2025-04-03 18:35:17,777 - INFO - Processing kb_a, Q4, repeat 9
2025-04-03 18:35:18,581 - INFO - Processing kb_a, Q5, repeat 9
2025-04-03 18:35:25,068 - INFO - Processing kb_a, Q6, repeat 9
2025-04-03 18:35:27,151 - INFO - Processing kb_a, Q7, repeat 9
2025-04-03 18:35:31,058 - INFO - Processing kb_a, Q8, repeat 9
2025-04-03 18:35:34,022 - INFO - Processing kb_a, Q9, repeat 9
2025-04-03 18:35:35,539 - INFO - Processing kb_a, Q10, repeat 9
2025-04-03 18:35:37,742 - INFO - Processing kb_a, Q11, repeat 9
2025-04-03 18:35:39,764 - INFO - Processing kb_a, Q12, repeat 9
2025-04-03 18:35:41,523 - INFO - Processing kb_a, Q13, repeat 9
2025-04-03 18:35:54,436 - INFO - Processing kb_a, Q14, repeat 9
2025-04-03 18:35:57,507 - INFO - Processing kb_a, Q15, repeat 9
2025-04-03 18:35:58,142 - INFO - Processing kb_a, Q16, repeat 9
2025-04-03 18:35:59,046 - INFO - Processing kb_a, Q17, repeat 9
2025-04-03 18:35:59,701 - INFO - Processing kb_a, Q18, repeat 9
2025-04-03 18:36:03,116 - INFO - Processing kb_a, Q19, repeat 9
2025-04-03 18:36:03,731 - INFO - Processing kb_a, Q20, repeat 9
2025-04-03 18:36:04,558 - INFO - Starting repeat 10/25 for all questions
2025-04-03 18:36:04,558 - INFO - Processing kb_a, Q1, repeat 10
2025-04-03 18:36:07,686 - INFO - Processing kb_a, Q2, repeat 10
2025-04-03 18:36:08,566 - INFO - Processing kb_a, Q3, repeat 10
2025-04-03 18:36:09,260 - INFO - Processing kb_a, Q4, repeat 10
2025-04-03 18:36:10,451 - INFO - Processing kb_a, Q5, repeat 10
2025-04-03 18:36:16,869 - INFO - Processing kb_a, Q6, repeat 10
2025-04-03 18:36:18,395 - INFO - Processing kb_a, Q7, repeat 10
2025-04-03 18:36:20,205 - INFO - Processing kb_a, Q8, repeat 10
2025-04-03 18:36:23,245 - INFO - Processing kb_a, Q9, repeat 10
2025-04-03 18:36:24,736 - INFO - Processing kb_a, Q10, repeat 10
2025-04-03 18:36:25,650 - INFO - Processing kb_a, Q11, repeat 10
2025-04-03 18:36:27,219 - INFO - Processing kb_a, Q12, repeat 10
2025-04-03 18:36:28,469 - INFO - Processing kb_a, Q13, repeat 10
2025-04-03 18:36:40,240 - INFO - Processing kb_a, Q14, repeat 10
2025-04-03 18:36:44,727 - INFO - Processing kb_a, Q15, repeat 10
2025-04-03 18:36:45,383 - INFO - Processing kb_a, Q16, repeat 10
2025-04-03 18:36:46,636 - INFO - Processing kb_a, Q17, repeat 10
2025-04-03 18:36:47,248 - INFO - Processing kb_a, Q18, repeat 10
2025-04-03 18:36:54,557 - INFO - Processing kb_a, Q19, repeat 10
2025-04-03 18:36:55,170 - INFO - Processing kb_a, Q20, repeat 10
2025-04-03 18:36:56,105 - INFO - Starting repeat 11/25 for all questions
2025-04-03 18:36:56,105 - INFO - Processing kb_a, Q1, repeat 11
2025-04-03 18:36:58,638 - INFO - Processing kb_a, Q2, repeat 11
2025-04-03 18:36:59,533 - INFO - Processing kb_a, Q3, repeat 11
2025-04-03 18:37:00,244 - INFO - Processing kb_a, Q4, repeat 11
2025-04-03 18:37:00,983 - INFO - Processing kb_a, Q5, repeat 11
2025-04-03 18:37:06,847 - INFO - Processing kb_a, Q6, repeat 11
2025-04-03 18:37:07,680 - INFO - Processing kb_a, Q7, repeat 11
2025-04-03 18:37:09,091 - INFO - Processing kb_a, Q8, repeat 11
2025-04-03 18:37:12,861 - INFO - Processing kb_a, Q9, repeat 11
2025-04-03 18:37:14,477 - INFO - Processing kb_a, Q10, repeat 11
2025-04-03 18:37:15,301 - INFO - Processing kb_a, Q11, repeat 11
2025-04-03 18:37:17,100 - INFO - Processing kb_a, Q12, repeat 11
2025-04-03 18:37:18,275 - INFO - Processing kb_a, Q13, repeat 11
2025-04-03 18:37:31,276 - INFO - Processing kb_a, Q14, repeat 11
2025-04-03 18:37:35,019 - INFO - Processing kb_a, Q15, repeat 11
2025-04-03 18:37:35,662 - INFO - Processing kb_a, Q16, repeat 11
2025-04-03 18:37:36,966 - INFO - Processing kb_a, Q17, repeat 11
2025-04-03 18:37:37,612 - INFO - Processing kb_a, Q18, repeat 11
2025-04-03 18:37:43,489 - INFO - Processing kb_a, Q19, repeat 11
2025-04-03 18:37:44,091 - INFO - Processing kb_a, Q20, repeat 11
2025-04-03 18:37:44,896 - INFO - Starting repeat 12/25 for all questions
2025-04-03 18:37:44,896 - INFO - Processing kb_a, Q1, repeat 12
2025-04-03 18:37:48,128 - INFO - Processing kb_a, Q2, repeat 12
2025-04-03 18:37:49,128 - INFO - Processing kb_a, Q3, repeat 12
2025-04-03 18:37:49,840 - INFO - Processing kb_a, Q4, repeat 12
2025-04-03 18:37:50,854 - INFO - Processing kb_a, Q5, repeat 12
2025-04-03 18:37:57,164 - INFO - Processing kb_a, Q6, repeat 12
2025-04-03 18:37:59,420 - INFO - Processing kb_a, Q7, repeat 12
2025-04-03 18:38:01,170 - INFO - Processing kb_a, Q8, repeat 12
2025-04-03 18:38:04,143 - INFO - Processing kb_a, Q9, repeat 12
2025-04-03 18:38:05,661 - INFO - Processing kb_a, Q10, repeat 12
2025-04-03 18:38:06,560 - INFO - Processing kb_a, Q11, repeat 12
2025-04-03 18:38:08,151 - INFO - Processing kb_a, Q12, repeat 12
2025-04-03 18:38:11,919 - INFO - Processing kb_a, Q13, repeat 12
2025-04-03 18:38:25,300 - INFO - Processing kb_a, Q14, repeat 12
2025-04-03 18:38:29,112 - INFO - Processing kb_a, Q15, repeat 12
2025-04-03 18:38:29,792 - INFO - Processing kb_a, Q16, repeat 12
2025-04-03 18:38:31,226 - INFO - Processing kb_a, Q17, repeat 12
2025-04-03 18:38:32,070 - INFO - Processing kb_a, Q18, repeat 12
2025-04-03 18:38:38,574 - INFO - Processing kb_a, Q19, repeat 12
2025-04-03 18:38:39,191 - INFO - Processing kb_a, Q20, repeat 12
2025-04-03 18:38:40,013 - INFO - Starting repeat 13/25 for all questions
2025-04-03 18:38:40,013 - INFO - Processing kb_a, Q1, repeat 13
2025-04-03 18:38:43,664 - INFO - Processing kb_a, Q2, repeat 13
2025-04-03 18:38:44,579 - INFO - Processing kb_a, Q3, repeat 13
2025-04-03 18:38:46,454 - INFO - Processing kb_a, Q4, repeat 13
2025-04-03 18:38:47,449 - INFO - Processing kb_a, Q5, repeat 13
2025-04-03 18:38:53,193 - INFO - Processing kb_a, Q6, repeat 13
2025-04-03 18:38:55,059 - INFO - Processing kb_a, Q7, repeat 13
2025-04-03 18:38:56,740 - INFO - Processing kb_a, Q8, repeat 13
2025-04-03 18:39:00,752 - INFO - Processing kb_a, Q9, repeat 13
2025-04-03 18:39:02,223 - INFO - Processing kb_a, Q10, repeat 13
2025-04-03 18:39:05,514 - INFO - Processing kb_a, Q11, repeat 13
2025-04-03 18:39:07,087 - INFO - Processing kb_a, Q12, repeat 13
2025-04-03 18:39:08,593 - INFO - Processing kb_a, Q13, repeat 13
2025-04-03 18:39:20,447 - INFO - Processing kb_a, Q14, repeat 13
2025-04-03 18:39:23,853 - INFO - Processing kb_a, Q15, repeat 13
2025-04-03 18:39:24,488 - INFO - Processing kb_a, Q16, repeat 13
2025-04-03 18:39:25,673 - INFO - Processing kb_a, Q17, repeat 13
2025-04-03 18:39:26,314 - INFO - Processing kb_a, Q18, repeat 13
2025-04-03 18:39:30,685 - INFO - Processing kb_a, Q19, repeat 13
2025-04-03 18:39:31,336 - INFO - Processing kb_a, Q20, repeat 13
2025-04-03 18:39:32,302 - INFO - Starting repeat 14/25 for all questions
2025-04-03 18:39:32,302 - INFO - Processing kb_a, Q1, repeat 14
2025-04-03 18:39:35,156 - INFO - Processing kb_a, Q2, repeat 14
2025-04-03 18:39:36,035 - INFO - Processing kb_a, Q3, repeat 14
2025-04-03 18:39:36,749 - INFO - Processing kb_a, Q4, repeat 14
2025-04-03 18:39:37,531 - INFO - Processing kb_a, Q5, repeat 14
2025-04-03 18:39:39,414 - INFO - Processing kb_a, Q6, repeat 14
2025-04-03 18:39:41,650 - INFO - Processing kb_a, Q7, repeat 14
2025-04-03 18:39:42,990 - INFO - Processing kb_a, Q8, repeat 14
2025-04-03 18:39:46,436 - INFO - Processing kb_a, Q9, repeat 14
2025-04-03 18:39:47,979 - INFO - Processing kb_a, Q10, repeat 14
2025-04-03 18:39:49,860 - INFO - Processing kb_a, Q11, repeat 14
2025-04-03 18:39:51,387 - INFO - Processing kb_a, Q12, repeat 14
2025-04-03 18:39:52,644 - INFO - Processing kb_a, Q13, repeat 14
2025-04-03 18:40:07,416 - INFO - Processing kb_a, Q14, repeat 14
2025-04-03 18:40:11,409 - INFO - Processing kb_a, Q15, repeat 14
2025-04-03 18:40:12,066 - INFO - Processing kb_a, Q16, repeat 14
2025-04-03 18:40:12,984 - INFO - Processing kb_a, Q17, repeat 14
2025-04-03 18:40:13,607 - INFO - Processing kb_a, Q18, repeat 14
2025-04-03 18:40:15,901 - INFO - Processing kb_a, Q19, repeat 14
2025-04-03 18:40:16,500 - INFO - Processing kb_a, Q20, repeat 14
2025-04-03 18:40:17,254 - INFO - Starting repeat 15/25 for all questions
2025-04-03 18:40:17,255 - INFO - Processing kb_a, Q1, repeat 15
2025-04-03 18:40:20,299 - INFO - Processing kb_a, Q2, repeat 15
2025-04-03 18:40:21,209 - INFO - Processing kb_a, Q3, repeat 15
2025-04-03 18:40:23,179 - INFO - Processing kb_a, Q4, repeat 15
2025-04-03 18:40:24,123 - INFO - Processing kb_a, Q5, repeat 15
2025-04-03 18:40:28,437 - INFO - Processing kb_a, Q6, repeat 15
2025-04-03 18:40:30,952 - INFO - Processing kb_a, Q7, repeat 15
2025-04-03 18:40:32,888 - INFO - Processing kb_a, Q8, repeat 15
2025-04-03 18:40:35,846 - INFO - Processing kb_a, Q9, repeat 15
2025-04-03 18:40:37,355 - INFO - Processing kb_a, Q10, repeat 15
2025-04-03 18:40:38,997 - INFO - Processing kb_a, Q11, repeat 15
2025-04-03 18:40:40,543 - INFO - Processing kb_a, Q12, repeat 15
2025-04-03 18:40:42,048 - INFO - Processing kb_a, Q13, repeat 15
2025-04-03 18:40:53,662 - INFO - Processing kb_a, Q14, repeat 15
2025-04-03 18:40:57,332 - INFO - Processing kb_a, Q15, repeat 15
2025-04-03 18:40:57,968 - INFO - Processing kb_a, Q16, repeat 15
2025-04-03 18:40:58,979 - INFO - Processing kb_a, Q17, repeat 15
