2025-04-10 00:20:49,420 - INFO - Experiment started at 2025-04-10 00:20:49.420094
2025-04-10 00:20:49,420 - INFO - Experiment mode: knowledge_bases
2025-04-10 00:20:49,421 - INFO - Testing knowledge bases: ['kb_a', 'kb_b']
2025-04-10 00:20:49,421 - INFO - Using model: gemma-2-9b
2025-04-10 00:20:49,421 - INFO - Number of questions: 20
2025-04-10 00:20:49,421 - INFO - Repeats per question: 25
2025-04-10 00:20:49,421 - INFO - Timeout: 16 seconds
2025-04-10 00:20:49,421 - INFO - Concurrency: 15 workers
2025-04-10 00:20:49,421 - INFO - Delay between requests: 0.00625 seconds
2025-04-10 00:20:49,421 - INFO - Total API calls expected: 1000
2025-04-10 00:21:21,116 - INFO - Starting repeat 1/25 for all questions
2025-04-10 00:21:21,117 - INFO - Processing kb_a, Q1, repeat 1
2025-04-10 00:22:29,894 - INFO - Processing kb_a, Q8, repeat 2
2025-04-10 00:22:34,028 - INFO - Processing kb_a, Q9, repeat 2
2025-04-10 00:22:36,532 - INFO - Processing kb_a, Q10, repeat 2
2025-04-10 00:22:38,065 - INFO - Processing kb_a, Q11, repeat 2
2025-04-10 00:22:41,019 - INFO - Processing kb_a, Q12, repeat 2
2025-04-10 00:22:42,302 - INFO - Processing kb_a, Q13, repeat 2
2025-04-10 00:22:54,295 - INFO - Processing kb_a, Q14, repeat 2
2025-04-10 00:22:57,990 - INFO - Processing kb_a, Q15, repeat 2
2025-04-10 00:22:58,636 - INFO - Processing kb_a, Q16, repeat 2
2025-04-10 00:22:59,574 - INFO - Processing kb_a, Q17, repeat 2
2025-04-10 00:23:00,217 - INFO - Processing kb_a, Q18, repeat 2
2025-04-10 00:23:04,728 - INFO - Processing kb_a, Q19, repeat 2
2025-04-10 00:23:05,326 - INFO - Processing kb_a, Q20, repeat 2
2025-04-10 00:23:06,121 - INFO - Starting repeat 3/25 for all questions
2025-04-10 00:23:06,121 - INFO - Processing kb_a, Q1, repeat 3
2025-04-10 00:23:08,488 - INFO - Processing kb_a, Q2, repeat 3
2025-04-10 00:23:10,570 - INFO - Processing kb_a, Q3, repeat 3
2025-04-10 00:23:13,888 - INFO - Processing kb_a, Q4, repeat 3
2025-04-10 00:23:19,165 - INFO - Processing kb_a, Q5, repeat 3
2025-04-10 00:23:21,415 - INFO - Processing kb_a, Q6, repeat 3
2025-04-10 00:23:24,567 - INFO - Processing kb_a, Q7, repeat 3
2025-04-10 00:23:26,028 - INFO - Processing kb_a, Q8, repeat 3
2025-04-10 00:23:28,761 - INFO - Processing kb_a, Q9, repeat 3
2025-04-10 00:23:31,958 - INFO - Processing kb_a, Q10, repeat 3
2025-04-10 00:23:33,221 - INFO - Processing kb_a, Q11, repeat 3
2025-04-10 00:23:35,050 - INFO - Processing kb_a, Q12, repeat 3
2025-04-10 00:23:36,298 - INFO - Processing kb_a, Q13, repeat 3
2025-04-10 00:23:49,444 - INFO - Processing kb_a, Q14, repeat 3
2025-04-10 00:23:53,884 - INFO - Processing kb_a, Q15, repeat 3
2025-04-10 00:23:54,554 - INFO - Processing kb_a, Q16, repeat 3
2025-04-10 00:23:55,466 - INFO - Processing kb_a, Q17, repeat 3
2025-04-10 00:23:56,150 - INFO - Processing kb_a, Q18, repeat 3
2025-04-10 00:23:59,750 - INFO - Processing kb_a, Q19, repeat 3
2025-04-10 00:24:00,345 - INFO - Processing kb_a, Q20, repeat 3
2025-04-10 00:24:01,150 - INFO - Starting repeat 4/25 for all questions
2025-04-10 00:24:01,150 - INFO - Processing kb_a, Q1, repeat 4
2025-04-10 00:24:03,130 - INFO - Processing kb_a, Q2, repeat 4
2025-04-10 00:24:05,194 - INFO - Processing kb_a, Q3, repeat 4
2025-04-10 00:24:07,630 - INFO - Processing kb_a, Q4, repeat 4
2025-04-10 00:24:11,860 - INFO - Processing kb_a, Q5, repeat 4
2025-04-10 00:24:14,068 - INFO - Processing kb_a, Q6, repeat 4
2025-04-10 00:24:18,837 - INFO - Processing kb_a, Q7, repeat 4
2025-04-10 00:24:20,284 - INFO - Processing kb_a, Q8, repeat 4
2025-04-10 00:24:23,279 - INFO - Processing kb_a, Q9, repeat 4
2025-04-10 00:24:25,354 - INFO - Processing kb_a, Q10, repeat 4
2025-04-10 00:24:26,574 - INFO - Processing kb_a, Q11, repeat 4
2025-04-10 00:24:29,416 - INFO - Processing kb_a, Q12, repeat 4
2025-04-10 00:24:30,586 - INFO - Processing kb_a, Q13, repeat 4
2025-04-10 00:24:42,287 - INFO - Processing kb_a, Q14, repeat 4
2025-04-10 00:24:46,101 - INFO - Processing kb_a, Q15, repeat 4
2025-04-10 00:24:46,744 - INFO - Processing kb_a, Q16, repeat 4
2025-04-10 00:24:47,934 - INFO - Processing kb_a, Q17, repeat 4
2025-04-10 00:24:48,548 - INFO - Processing kb_a, Q18, repeat 4
2025-04-10 00:24:54,542 - INFO - Processing kb_a, Q19, repeat 4
2025-04-10 00:24:55,205 - INFO - Processing kb_a, Q20, repeat 4
2025-04-10 00:24:56,006 - INFO - Starting repeat 5/25 for all questions
2025-04-10 00:24:56,006 - INFO - Processing kb_a, Q1, repeat 5
2025-04-10 00:24:59,095 - INFO - Processing kb_a, Q2, repeat 5
2025-04-10 00:25:01,887 - INFO - Processing kb_a, Q3, repeat 5
2025-04-10 00:25:04,711 - INFO - Processing kb_a, Q4, repeat 5
2025-04-10 00:25:08,998 - INFO - Processing kb_a, Q5, repeat 5
2025-04-10 00:25:10,422 - INFO - Processing kb_a, Q6, repeat 5
2025-04-10 00:25:15,257 - INFO - Processing kb_a, Q7, repeat 5
2025-04-10 00:25:16,700 - INFO - Processing kb_a, Q8, repeat 5
2025-04-10 00:25:19,982 - INFO - Processing kb_a, Q9, repeat 5
2025-04-10 00:25:22,530 - INFO - Processing kb_a, Q10, repeat 5
2025-04-10 00:25:23,771 - INFO - Processing kb_a, Q11, repeat 5
2025-04-10 00:25:25,321 - INFO - Processing kb_a, Q12, repeat 5
2025-04-10 00:25:28,175 - INFO - Processing kb_a, Q13, repeat 5
2025-04-10 00:25:39,789 - INFO - Processing kb_a, Q14, repeat 5
2025-04-10 00:25:43,337 - INFO - Processing kb_a, Q15, repeat 5
2025-04-10 00:25:43,983 - INFO - Processing kb_a, Q16, repeat 5
2025-04-10 00:25:44,898 - INFO - Processing kb_a, Q17, repeat 5
2025-04-10 00:25:45,515 - INFO - Processing kb_a, Q18, repeat 5
2025-04-10 00:25:51,814 - INFO - Processing kb_a, Q19, repeat 5
2025-04-10 00:25:52,428 - INFO - Processing kb_a, Q20, repeat 5
2025-04-10 00:25:53,254 - INFO - Starting repeat 6/25 for all questions
2025-04-10 00:25:53,254 - INFO - Processing kb_a, Q1, repeat 6
2025-04-10 00:26:00,432 - INFO - Processing kb_a, Q2, repeat 6
2025-04-10 00:26:02,607 - INFO - Processing kb_a, Q3, repeat 6
2025-04-10 00:26:04,932 - INFO - Processing kb_a, Q4, repeat 6
2025-04-10 00:26:09,761 - INFO - Processing kb_a, Q5, repeat 6
2025-04-10 00:26:11,140 - INFO - Processing kb_a, Q6, repeat 6
2025-04-10 00:26:15,503 - INFO - Processing kb_a, Q7, repeat 6
2025-04-10 00:26:16,986 - INFO - Processing kb_a, Q8, repeat 6
2025-04-10 00:26:20,459 - INFO - Processing kb_a, Q9, repeat 6
2025-04-10 00:26:22,323 - INFO - Processing kb_a, Q10, repeat 6
2025-04-10 00:26:23,908 - INFO - Processing kb_a, Q11, repeat 6
2025-04-10 00:26:25,557 - INFO - Processing kb_a, Q12, repeat 6
2025-04-10 00:26:28,904 - INFO - Processing kb_a, Q13, repeat 6
2025-04-10 00:26:41,513 - INFO - Processing kb_a, Q14, repeat 6
2025-04-10 00:26:45,215 - INFO - Processing kb_a, Q15, repeat 6
2025-04-10 00:26:45,843 - INFO - Processing kb_a, Q16, repeat 6
2025-04-10 00:26:46,754 - INFO - Processing kb_a, Q17, repeat 6
2025-04-10 00:26:47,371 - INFO - Processing kb_a, Q18, repeat 6
2025-04-10 00:26:52,319 - INFO - Processing kb_a, Q19, repeat 6
2025-04-10 00:26:52,928 - INFO - Processing kb_a, Q20, repeat 6
2025-04-10 00:26:53,749 - INFO - Starting repeat 7/25 for all questions
2025-04-10 00:26:53,749 - INFO - Processing kb_a, Q1, repeat 7
2025-04-10 00:26:56,586 - INFO - Processing kb_a, Q2, repeat 7
2025-04-10 00:26:58,558 - INFO - Processing kb_a, Q3, repeat 7
2025-04-10 00:27:01,012 - INFO - Processing kb_a, Q4, repeat 7
2025-04-10 00:27:05,705 - INFO - Processing kb_a, Q5, repeat 7
2025-04-10 00:27:07,117 - INFO - Processing kb_a, Q6, repeat 7
2025-04-10 00:27:11,078 - INFO - Processing kb_a, Q7, repeat 7
2025-04-10 00:27:12,495 - INFO - Processing kb_a, Q8, repeat 7
2025-04-10 00:27:15,682 - INFO - Processing kb_a, Q9, repeat 7
2025-04-10 00:27:18,876 - INFO - Processing kb_a, Q10, repeat 7
2025-04-10 00:27:20,359 - INFO - Processing kb_a, Q11, repeat 7
2025-04-10 00:27:21,982 - INFO - Processing kb_a, Q12, repeat 7
2025-04-10 00:27:23,791 - INFO - Processing kb_a, Q13, repeat 7
2025-04-10 00:27:35,905 - INFO - Processing kb_a, Q14, repeat 7
2025-04-10 00:27:39,687 - INFO - Processing kb_a, Q15, repeat 7
2025-04-10 00:27:40,366 - INFO - Processing kb_a, Q16, repeat 7
2025-04-10 00:27:41,459 - INFO - Processing kb_a, Q17, repeat 7
2025-04-10 00:27:42,120 - INFO - Processing kb_a, Q18, repeat 7
2025-04-10 00:27:43,810 - INFO - Processing kb_a, Q19, repeat 7
2025-04-10 00:27:44,421 - INFO - Processing kb_a, Q20, repeat 7
2025-04-10 00:27:45,343 - INFO - Starting repeat 8/25 for all questions
2025-04-10 00:27:45,343 - INFO - Processing kb_a, Q1, repeat 8
2025-04-10 00:27:51,513 - INFO - Processing kb_a, Q2, repeat 8
2025-04-10 00:27:52,761 - INFO - Processing kb_a, Q3, repeat 8
2025-04-10 00:27:55,479 - INFO - Processing kb_a, Q4, repeat 8
2025-04-10 00:27:57,953 - INFO - Processing kb_a, Q5, repeat 8
2025-04-10 00:28:01,331 - INFO - Processing kb_a, Q6, repeat 8
2025-04-10 00:28:05,644 - INFO - Processing kb_a, Q7, repeat 8
2025-04-10 00:28:09,303 - INFO - Processing kb_a, Q8, repeat 8
2025-04-10 00:28:12,268 - INFO - Processing kb_a, Q9, repeat 8
2025-04-10 00:28:14,681 - INFO - Processing kb_a, Q10, repeat 8
2025-04-10 00:28:16,113 - INFO - Processing kb_a, Q11, repeat 8
2025-04-10 00:28:19,166 - INFO - Processing kb_a, Q12, repeat 8
2025-04-10 00:28:20,334 - INFO - Processing kb_a, Q13, repeat 8
2025-04-10 00:28:32,309 - INFO - Processing kb_a, Q14, repeat 8
2025-04-10 00:28:35,991 - INFO - Processing kb_a, Q15, repeat 8
2025-04-10 00:28:36,641 - INFO - Processing kb_a, Q16, repeat 8
2025-04-10 00:28:37,559 - INFO - Processing kb_a, Q17, repeat 8
2025-04-10 00:28:38,221 - INFO - Processing kb_a, Q18, repeat 8
2025-04-10 00:28:43,691 - INFO - Processing kb_a, Q19, repeat 8
2025-04-10 00:28:44,355 - INFO - Processing kb_a, Q20, repeat 8
2025-04-10 00:28:45,198 - INFO - Starting repeat 9/25 for all questions
2025-04-10 00:28:45,198 - INFO - Processing kb_a, Q1, repeat 9
2025-04-10 00:28:47,827 - INFO - Processing kb_a, Q2, repeat 9
2025-04-10 00:28:49,154 - INFO - Processing kb_a, Q3, repeat 9
2025-04-10 00:28:51,895 - INFO - Processing kb_a, Q4, repeat 9
2025-04-10 00:28:56,061 - INFO - Processing kb_a, Q5, repeat 9
2025-04-10 00:28:57,534 - INFO - Processing kb_a, Q6, repeat 9
2025-04-10 00:29:03,362 - INFO - Processing kb_a, Q7, repeat 9
2025-04-10 00:29:04,915 - INFO - Processing kb_a, Q8, repeat 9
2025-04-10 00:29:08,657 - INFO - Processing kb_a, Q9, repeat 9
2025-04-10 00:29:12,374 - INFO - Processing kb_a, Q10, repeat 9
2025-04-10 00:29:13,658 - INFO - Processing kb_a, Q11, repeat 9
2025-04-10 00:29:16,412 - INFO - Processing kb_a, Q12, repeat 9
2025-04-10 00:29:17,610 - INFO - Processing kb_a, Q13, repeat 9
2025-04-10 00:29:30,125 - INFO - Processing kb_a, Q14, repeat 9
2025-04-10 00:29:34,391 - INFO - Processing kb_a, Q15, repeat 9
2025-04-10 00:29:35,036 - INFO - Processing kb_a, Q16, repeat 9
2025-04-10 00:29:35,947 - INFO - Processing kb_a, Q17, repeat 9
2025-04-10 00:29:36,633 - INFO - Processing kb_a, Q18, repeat 9
2025-04-10 00:29:38,700 - INFO - Processing kb_a, Q19, repeat 9
2025-04-10 00:29:39,301 - INFO - Processing kb_a, Q20, repeat 9
2025-04-10 00:29:40,230 - INFO - Starting repeat 10/25 for all questions
2025-04-10 00:29:40,231 - INFO - Processing kb_a, Q1, repeat 10
2025-04-10 00:29:43,506 - INFO - Processing kb_a, Q2, repeat 10
2025-04-10 00:29:45,475 - INFO - Processing kb_a, Q3, repeat 10
2025-04-10 00:29:47,966 - INFO - Processing kb_a, Q4, repeat 10
2025-04-10 00:29:52,408 - INFO - Processing kb_a, Q5, repeat 10
2025-04-10 00:29:53,904 - INFO - Processing kb_a, Q6, repeat 10
2025-04-10 00:29:59,192 - INFO - Processing kb_a, Q7, repeat 10
2025-04-10 00:30:00,640 - INFO - Processing kb_a, Q8, repeat 10
2025-04-10 00:30:04,098 - INFO - Processing kb_a, Q9, repeat 10
2025-04-10 00:30:06,561 - INFO - Processing kb_a, Q10, repeat 10
2025-04-10 00:30:07,871 - INFO - Processing kb_a, Q11, repeat 10
2025-04-10 00:30:09,725 - INFO - Processing kb_a, Q12, repeat 10
2025-04-10 00:30:11,158 - INFO - Processing kb_a, Q13, repeat 10
2025-04-10 00:30:22,953 - INFO - Processing kb_a, Q14, repeat 10
2025-04-10 00:30:26,405 - INFO - Processing kb_a, Q15, repeat 10
2025-04-10 00:30:27,073 - INFO - Processing kb_a, Q16, repeat 10
2025-04-10 00:30:27,990 - INFO - Processing kb_a, Q17, repeat 10
2025-04-10 00:30:28,649 - INFO - Processing kb_a, Q18, repeat 10
2025-04-10 00:30:33,249 - INFO - Processing kb_a, Q19, repeat 10
2025-04-10 00:30:33,846 - INFO - Processing kb_a, Q20, repeat 10
2025-04-10 00:30:34,668 - INFO - Starting repeat 11/25 for all questions
2025-04-10 00:30:34,668 - INFO - Processing kb_a, Q1, repeat 11
2025-04-10 00:30:36,553 - INFO - Processing kb_a, Q2, repeat 11
2025-04-10 00:30:38,703 - INFO - Processing kb_a, Q3, repeat 11
2025-04-10 00:30:41,666 - INFO - Processing kb_a, Q4, repeat 11
2025-04-10 00:30:47,341 - INFO - Processing kb_a, Q5, repeat 11
2025-04-10 00:30:48,841 - INFO - Processing kb_a, Q6, repeat 11
2025-04-10 00:30:53,661 - INFO - Processing kb_a, Q7, repeat 11
2025-04-10 00:30:56,533 - INFO - Processing kb_a, Q8, repeat 11
2025-04-10 00:31:00,117 - INFO - Processing kb_a, Q9, repeat 11
2025-04-10 00:31:01,911 - INFO - Processing kb_a, Q10, repeat 11
2025-04-10 00:31:03,497 - INFO - Processing kb_a, Q11, repeat 11
2025-04-10 00:31:06,457 - INFO - Processing kb_a, Q12, repeat 11
2025-04-10 00:31:07,628 - INFO - Processing kb_a, Q13, repeat 11
2025-04-10 00:31:19,856 - INFO - Processing kb_a, Q14, repeat 11
2025-04-10 00:31:24,159 - INFO - Processing kb_a, Q15, repeat 11
2025-04-10 00:31:24,809 - INFO - Processing kb_a, Q16, repeat 11
2025-04-10 00:31:25,722 - INFO - Processing kb_a, Q17, repeat 11
2025-04-10 00:31:26,367 - INFO - Processing kb_a, Q18, repeat 11
2025-04-10 00:31:30,519 - INFO - Processing kb_a, Q19, repeat 11
2025-04-10 00:31:31,166 - INFO - Processing kb_a, Q20, repeat 11
2025-04-10 00:31:31,987 - INFO - Starting repeat 12/25 for all questions
2025-04-10 00:31:31,987 - INFO - Processing kb_a, Q1, repeat 12
2025-04-10 00:31:37,049 - INFO - Processing kb_a, Q2, repeat 12
2025-04-10 00:31:39,165 - INFO - Processing kb_a, Q3, repeat 12
2025-04-10 00:31:42,162 - INFO - Processing kb_a, Q4, repeat 12
2025-04-10 00:31:44,797 - INFO - Processing kb_a, Q5, repeat 12
2025-04-10 00:31:46,428 - INFO - Processing kb_a, Q6, repeat 12
2025-04-10 00:31:48,843 - INFO - Processing kb_a, Q7, repeat 12
2025-04-10 00:31:50,399 - INFO - Processing kb_a, Q8, repeat 12
2025-04-10 00:31:53,288 - INFO - Processing kb_a, Q9, repeat 12
2025-04-10 00:31:56,732 - INFO - Processing kb_a, Q10, repeat 12
2025-04-10 00:31:57,937 - INFO - Processing kb_a, Q11, repeat 12
2025-04-10 00:31:59,582 - INFO - Processing kb_a, Q12, repeat 12
2025-04-10 00:32:01,071 - INFO - Processing kb_a, Q13, repeat 12
2025-04-10 00:32:15,051 - INFO - Processing kb_a, Q14, repeat 12
2025-04-10 00:32:18,857 - INFO - Processing kb_a, Q15, repeat 12
2025-04-10 00:32:19,502 - INFO - Processing kb_a, Q16, repeat 12
2025-04-10 00:32:20,418 - INFO - Processing kb_a, Q17, repeat 12
2025-04-10 00:32:21,080 - INFO - Processing kb_a, Q18, repeat 12
2025-04-10 00:32:21,954 - INFO - Processing kb_a, Q19, repeat 12
2025-04-10 00:32:22,618 - INFO - Processing kb_a, Q20, repeat 12
2025-04-10 00:32:23,443 - INFO - Starting repeat 13/25 for all questions
2025-04-10 00:32:23,444 - INFO - Processing kb_a, Q1, repeat 13
2025-04-10 00:32:26,277 - INFO - Processing kb_a, Q2, repeat 13
2025-04-10 00:32:28,297 - INFO - Processing kb_a, Q3, repeat 13
2025-04-10 00:32:30,750 - INFO - Processing kb_a, Q4, repeat 13
2025-04-10 00:32:36,380 - INFO - Processing kb_a, Q5, repeat 13
2025-04-10 00:32:39,027 - INFO - Processing kb_a, Q6, repeat 13
2025-04-10 00:32:44,151 - INFO - Processing kb_a, Q7, repeat 13
2025-04-10 00:32:48,180 - INFO - Processing kb_a, Q8, repeat 13
2025-04-10 00:32:52,281 - INFO - Processing kb_a, Q9, repeat 13
2025-04-10 00:32:54,491 - INFO - Processing kb_a, Q10, repeat 13
2025-04-10 00:32:55,870 - INFO - Processing kb_a, Q11, repeat 13
2025-04-10 00:32:57,560 - INFO - Processing kb_a, Q12, repeat 13
2025-04-10 00:32:58,986 - INFO - Processing kb_a, Q13, repeat 13
2025-04-10 00:33:13,172 - INFO - Processing kb_a, Q14, repeat 13
2025-04-10 00:33:17,576 - INFO - Processing kb_a, Q15, repeat 13
2025-04-10 00:33:18,228 - INFO - Processing kb_a, Q16, repeat 13
2025-04-10 00:33:19,467 - INFO - Processing kb_a, Q17, repeat 13
2025-04-10 00:33:20,083 - INFO - Processing kb_a, Q18, repeat 13
2025-04-10 00:33:24,066 - INFO - Processing kb_a, Q19, repeat 13
2025-04-10 00:33:24,665 - INFO - Processing kb_a, Q20, repeat 13
2025-04-10 00:33:25,419 - INFO - Starting repeat 14/25 for all questions
2025-04-10 00:33:25,419 - INFO - Processing kb_a, Q1, repeat 14
2025-04-10 00:33:30,845 - INFO - Processing kb_a, Q2, repeat 14
2025-04-10 00:33:32,976 - INFO - Processing kb_a, Q3, repeat 14
2025-04-10 00:33:35,644 - INFO - Processing kb_a, Q4, repeat 14
2025-04-10 00:33:41,059 - INFO - Processing kb_a, Q5, repeat 14
2025-04-10 00:33:43,455 - INFO - Processing kb_a, Q6, repeat 14
2025-04-10 00:33:49,223 - INFO - Processing kb_a, Q7, repeat 14
2025-04-10 00:33:53,767 - INFO - Processing kb_a, Q8, repeat 14
2025-04-10 00:33:57,125 - INFO - Processing kb_a, Q9, repeat 14
2025-04-10 00:33:58,934 - INFO - Processing kb_a, Q10, repeat 14
2025-04-10 00:34:00,556 - INFO - Processing kb_a, Q11, repeat 14
2025-04-10 00:34:03,565 - INFO - Processing kb_a, Q12, repeat 14
2025-04-10 00:34:05,614 - INFO - Processing kb_a, Q13, repeat 14
2025-04-10 00:34:17,742 - INFO - Processing kb_a, Q14, repeat 14
2025-04-10 00:34:21,916 - INFO - Processing kb_a, Q15, repeat 14
2025-04-10 00:34:22,565 - INFO - Processing kb_a, Q16, repeat 14
2025-04-10 00:34:23,477 - INFO - Processing kb_a, Q17, repeat 14
2025-04-10 00:34:24,363 - INFO - Processing kb_a, Q18, repeat 14
2025-04-10 00:34:30,124 - INFO - Processing kb_a, Q19, repeat 14
2025-04-10 00:34:30,735 - INFO - Processing kb_a, Q20, repeat 14
2025-04-10 00:34:31,471 - INFO - Starting repeat 15/25 for all questions
2025-04-10 00:34:31,471 - INFO - Processing kb_a, Q1, repeat 15
2025-04-10 00:34:33,937 - INFO - Processing kb_a, Q2, repeat 15
2025-04-10 00:34:35,958 - INFO - Processing kb_a, Q3, repeat 15
2025-04-10 00:34:40,778 - INFO - Processing kb_a, Q4, repeat 15
2025-04-10 00:34:42,963 - INFO - Processing kb_a, Q5, repeat 15
2025-04-10 00:34:44,385 - INFO - Processing kb_a, Q6, repeat 15
2025-04-10 00:34:49,018 - INFO - Processing kb_a, Q7, repeat 15
2025-04-10 00:34:50,994 - INFO - Processing kb_a, Q8, repeat 15
2025-04-10 00:34:54,273 - INFO - Processing kb_a, Q9, repeat 15
2025-04-10 00:34:56,155 - INFO - Processing kb_a, Q10, repeat 15
2025-04-10 00:34:57,315 - INFO - Processing kb_a, Q11, repeat 15
2025-04-10 00:34:58,806 - INFO - Processing kb_a, Q12, repeat 15
2025-04-10 00:35:00,185 - INFO - Processing kb_a, Q13, repeat 15
2025-04-10 00:35:12,069 - INFO - Processing kb_a, Q14, repeat 15
2025-04-10 00:35:15,543 - INFO - Processing kb_a, Q15, repeat 15
2025-04-10 00:35:16,190 - INFO - Processing kb_a, Q16, repeat 15
2025-04-10 00:35:17,090 - INFO - Processing kb_a, Q17, repeat 15
2025-04-10 00:35:17,751 - INFO - Processing kb_a, Q18, repeat 15
2025-04-10 00:35:24,064 - INFO - Processing kb_a, Q19, repeat 15
2025-04-10 00:35:24,678 - INFO - Processing kb_a, Q20, repeat 15
2025-04-10 00:35:25,599 - INFO - Starting repeat 16/25 for all questions
2025-04-10 00:35:25,599 - INFO - Processing kb_a, Q1, repeat 16
2025-04-10 00:35:28,959 - INFO - Processing kb_a, Q2, repeat 16
2025-04-10 00:35:30,335 - INFO - Processing kb_a, Q3, repeat 16
2025-04-10 00:35:33,144 - INFO - Processing kb_a, Q4, repeat 16
2025-04-10 00:35:37,742 - INFO - Processing kb_a, Q5, repeat 16
2025-04-10 00:35:39,173 - INFO - Processing kb_a, Q6, repeat 16
2025-04-10 00:35:43,741 - INFO - Processing kb_a, Q7, repeat 16
2025-04-10 00:35:45,279 - INFO - Processing kb_a, Q8, repeat 16
2025-04-10 00:35:48,820 - INFO - Processing kb_a, Q9, repeat 16
2025-04-10 00:35:50,418 - INFO - Processing kb_a, Q10, repeat 16
2025-04-10 00:35:51,763 - INFO - Processing kb_a, Q11, repeat 16
2025-04-10 00:35:53,311 - INFO - Processing kb_a, Q12, repeat 16
2025-04-10 00:35:54,456 - INFO - Processing kb_a, Q13, repeat 16
2025-04-10 00:36:07,548 - INFO - Processing kb_a, Q14, repeat 16
2025-04-10 00:36:11,377 - INFO - Processing kb_a, Q15, repeat 16
2025-04-10 00:36:12,024 - INFO - Processing kb_a, Q16, repeat 16
2025-04-10 00:36:12,919 - INFO - Processing kb_a, Q17, repeat 16
2025-04-10 00:36:13,763 - INFO - Processing kb_a, Q18, repeat 16
2025-04-10 00:36:19,014 - INFO - Processing kb_a, Q19, repeat 16
2025-04-10 00:36:19,630 - INFO - Processing kb_a, Q20, repeat 16
2025-04-10 00:36:20,418 - INFO - Starting repeat 17/25 for all questions
2025-04-10 00:36:20,419 - INFO - Processing kb_a, Q1, repeat 17
2025-04-10 00:36:22,786 - INFO - Processing kb_a, Q2, repeat 17
2025-04-10 00:36:24,839 - INFO - Processing kb_a, Q3, repeat 17
2025-04-10 00:36:27,628 - INFO - Processing kb_a, Q4, repeat 17
2025-04-10 00:36:29,851 - INFO - Processing kb_a, Q5, repeat 17
2025-04-10 00:36:31,922 - INFO - Processing kb_a, Q6, repeat 17
2025-04-10 00:36:34,197 - INFO - Processing kb_a, Q7, repeat 17
2025-04-10 00:36:35,600 - INFO - Processing kb_a, Q8, repeat 17
2025-04-10 00:36:38,354 - INFO - Processing kb_a, Q9, repeat 17
2025-04-10 00:36:40,610 - INFO - Processing kb_a, Q10, repeat 17
2025-04-10 00:36:41,986 - INFO - Processing kb_a, Q11, repeat 17
2025-04-10 00:36:43,819 - INFO - Processing kb_a, Q12, repeat 17
